titulo,empresa,ubicacion,salario,modalidad,jornada,Area,habilidades_hard,habilidades_soft
Analista De Talento Humano Y Administración,Durini & Guerrero Abogados,"Quito, Pichincha",,,tiempo completo,Analista de Datos,git,"trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Analista De Cuentas Contables,Banco Central del Ecuador (BCE),"Quito, Pichincha",,,tiempo completo,Analista de Datos,power bi,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista Administrativa/O Financiera/O De Proyecto,Plan International,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"excel, windows","trabajo en equipo, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo"
Arquitecto De Datos,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"sql, machine learning","liderazgo, gestión del tiempo"
Arquitecto De Datos,Devsu,"Quito, Pichincha",,,,Analista de Datos,"python, sql, aws, power bi, devops","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, pensamiento crítico, mentoría"
Especialista En Datos,Pronaca,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"c++, power bi","resolución de problemas, orientación a resultados, atención al detalle, gestión del tiempo, pensamiento crítico"
Arquitecto De Datos- Ecuador,Sofka,"Quito, Pichincha",,,,Analista de Datos,"python, sql, aws, azure, gcp, ci/cd, devops, machine learning","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Arquitecto De Datos Senior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"python, sql, aws, azure, gcp, ci/cd, devops, machine learning","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Consultor Senior En Ingeniería De Datos Y Business Intelligence,NOUX C.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"python, sql, azure, power bi, scrum, machine learning","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, creatividad, pensamiento crítico, inglés avanzado"
Arquitecto De Datos New,Neoris,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"c++, sql, git, machine learning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, proactividad, creatividad, pensamiento crítico"
Especialista En Datos,Banco de Loja,"Loja, Província Loja",,,tiempo completo,Analista de Datos,"python, sql, power bi",pensamiento crítico
EC. Pasante Gobierno De Datos,Movistar Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"python, c++, sql, restful apis, machine learning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, gestión del tiempo"
Trabajo Desde Casa Ingeniero De Plataforma De Datos Ref. 0339S RD,BairesDev,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,"java, python, sql, excel, microservicios, restful apis, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad"
Analista Backend SQL,Integrity Solutions,"Guayaquil, Guayas",,,,Analista de Datos,"c++, sql, excel, power bi","trabajo en equipo, atención al detalle, proactividad"
Analista Jr,Evaluar,"Quito, Pichincha",,,,Analista de Datos,c++,"trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, pensamiento crítico, inglés avanzado"
Analista Programador,Confidencial,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"c#, sql, restful apis, programación, desarrollo de software","resolución de problemas, adaptabilidad, gestión del tiempo"
Técnico Eléctrico UPS Centros De Datos,Protecompu C.A.,"Quito, Pichincha",,,,Analista de Datos,c++,trabajo en equipo
Analista Administrativo,Solca Guayaquil,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,No especificado,"liderazgo, aprendizaje continuo, atención al detalle"
ANALISTA CONTABLE,CORPORACION INMOBILIARE INTERNACIONAL S.A. CORPINTER,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,No especificado,"comunicación, orientación a resultados, atención al detalle, gestión del tiempo, pensamiento crítico"
Analista Programador,Latina Seguros y Reaseguros C.A.,Guayas,,,tiempo completo,Analista de Datos,"sql, programación, desarrollo de software","resolución de problemas, trabajo en equipo, aprendizaje continuo"
Analista Contable,ALIMENTOS YUPI S.A. ECUADOR,"Guayaquil, Guayas",,,,Analista de Datos,excel,"trabajo en equipo, comunicación, resolución de problemas, atención al detalle, gestión del tiempo"
Semi Senior Global Mobility Analyst - Remote,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"c++, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
Analista Financiero,ACOTAB S.A.,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"excel, power bi","trabajo en equipo, comunicación, resolución de problemas, atención al detalle, gestión del tiempo"
Analista Financiero,Trabaja Online,"Quito, Pichincha",,,tiempo completo,Analista de Datos,"git, excel, power bi, restful apis","trabajo en equipo, resolución de problemas, adaptabilidad, orientación a resultados, pensamiento crítico, inglés avanzado"
Analista Contable,Hydromecanica del Ecuador S.A,Guayas,,,tiempo completo,Analista de Datos,excel,"comunicación, resolución de problemas, orientación a resultados, pensamiento crítico"
Reclutador Ti - Trabajo Remoto,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,,tiempo completo,Analista de Datos,"excel, machine learning","trabajo en equipo, liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Administrative Assistant - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"c++, excel, machine learning","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
Pasantía De Controlling - Remote Work,BairesDev,"Anywhere, Azuay",,Remoto,,Analista de Datos,"c++, excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
Treasury Assistant - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"excel, restful apis, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Job Boards Specialists - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Pasantía De Recruiting - Remote,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"excel, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Gerente De Proyectos Ágil - Trabajo Remoto,BairesDev,"Anywhere, Azuay",,,tiempo completo,Analista de Datos,"excel, scrum, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Practicante De Finanzas - Trabajo Remoto,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,,,Analista de Datos,"excel, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Administration Manager - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"excel, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle"
Talent Search Lead - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"git, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
HR Business Partner - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"c++, excel, restful apis, machine learning","trabajo en equipo, comunicación, adaptabilidad, atención al detalle, proactividad, inglés avanzado, mentoría, multitarea"
Account Executive - Remote,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, gestión del tiempo, inglés avanzado"
React Tech Lead - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"javascript, excel, scrum, ci/cd, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado, mentoría"
SEO Associate - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"c++, html/css, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
UX/UI Leader - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"excel, scrum, machine learning","trabajo en equipo, resolución de problemas, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Recruiting Manager Latam - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"c++, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado, multitarea"
Redactor De Tesis En Contabilidad- Remoto Loja,caap centro de ayuda academica profesional,"Anywhere, Província Loja",,,tiempo completo,Analista de Datos,"c++, excel, machine learning",gestión del tiempo
Bilingual Executive Headhunter - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,,Analista de Datos,"c++, excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, creatividad, inglés avanzado"
Product Owner - Remote Work Latam,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"excel, scrum, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, inglés avanzado"
React Developer - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,,Analista de Datos,"java, javascript, c++, html/css, aws, excel, restful apis, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Redactor De Tesis En Contabilidad- Remoto Cuenca,caap centro de ayuda academica profesional,"Anywhere, Azuay",,,,Analista de Datos,"c++, excel, machine learning",gestión del tiempo
Senior Accountant - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,,Analista de Datos,"c++, excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado"
Redactor De Tesis Doctorado En Ing Industrial - Remoto Guayas,caap centro de ayuda academica profesional,"Anywhere, Guayas",,,tiempo completo,Analista de Datos,"c++, excel, machine learning",gestión del tiempo
Senior Elk Developer - Remote - Latin America,FullStack Labs,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"python, aws, azure, git, scrum, devops, machine learning, desarrollo de software","trabajo en equipo, orientación a resultados, inglés avanzado"
Senior Data Engineer - Remote - Latin America,FullStack Labs,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"python, c++, sql, gcp, git, scrum, machine learning","trabajo en equipo, orientación a resultados, atención al detalle, inglés avanzado"
Etl + Data Engineer - Remote Work,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Analista de Datos,"sql, aws, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Analista,Guillermo Vazquez Joyería,"Cuenca, Azuay",,,,Analista de Datos,No especificado,"comunicación, atención al detalle, gestión del tiempo"
Analista NOC,MONTECHCO,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,c++,"trabajo en equipo, gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista Tester (QA),Integrity Solutions,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"java, javascript, c#, c++, html/css, sql, azure, git, excel, scrum, devops, machine learning, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, resolución de problemas, atención al detalle, proactividad"
Analista Selección Gye,Chevyplan,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, comunicación, aprendizaje continuo, atención al detalle, gestión del tiempo"
ANALISTA PROGRAMADOR,Viamatica,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"git, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, resolución de problemas, proactividad, gestión del tiempo, creatividad"
Analista Administrativo,MAYER CONSULTING,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,restful apis,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, proactividad, gestión del tiempo"
Analista Tester (QA),Integrity Solutions,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,"java, javascript, c#, c++, html/css, sql, azure, git, excel, scrum, devops, machine learning, pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, resolución de problemas, atención al detalle, proactividad"
Analista Selección Gye,Chevyplan,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,No especificado,"trabajo en equipo, comunicación, aprendizaje continuo, atención al detalle, gestión del tiempo"
